# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2118738	2119988	-	XP_504080.3		XM_504080.3	uncharacterized protein		2911688	YALI1_E21200g	1251	416	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2120351	2121115	+						2911689	YALI1_E21203g	765		partial;old_locus_tag=YALI2_E00358g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2120351	2121115	+	XM_504081.3		XP_504081.1	uncharacterized protein		2911689	YALI1_E21203g	765	765	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2120351	2121115	+	XP_504081.1		XM_504081.3	uncharacterized protein		2911689	YALI1_E21203g	765	254	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2121930	2122934	-						2911690	YALI1_E21222g	1005		partial;old_locus_tag=YALI2_E01407g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2121930	2122934	-	XM_504082.4		XP_504082.4	uncharacterized protein		2911690	YALI1_E21222g	561	561	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2121930	2122934	-	XP_504082.4		XM_504082.4	uncharacterized protein		2911690	YALI1_E21222g	561	186	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2123061	2124605	+						2911691	YALI1_E21230g	1545		partial;old_locus_tag=YALI2_E00359g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2123061	2124605	+	XM_504083.3		XP_504083.3	uncharacterized protein		2911691	YALI1_E21230g	1545	1545	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2123061	2124605	+	XP_504083.3		XM_504083.3	uncharacterized protein		2911691	YALI1_E21230g	1545	514	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2125433	2125908	-						94583644	YALI1_E21256g	476		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2125433	2125908	-	XM_068283039.1		XP_068139140.1	uncharacterized protein		94583644	YALI1_E21256g	429	429	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2125433	2125908	-	XP_068139140.1		XM_068283039.1	uncharacterized protein		94583644	YALI1_E21256g	429	142	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2128219	2128494	+						2911692	YALI1_E21282g	276		partial;old_locus_tag=YALI2_E00360g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2128219	2128494	+	XM_504084.2		XP_504084.2	uncharacterized protein		2911692	YALI1_E21282g	276	276	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2128219	2128494	+	XP_504084.2		XM_504084.2	uncharacterized protein		2911692	YALI1_E21282g	276	91	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2131188	2132387	+						2911693	YALI1_E21312g	1200		partial;old_locus_tag=YALI2_E00361g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2131188	2132387	+	XM_504085.2		XP_504085.2	uncharacterized protein		2911693	YALI1_E21312g	1200	1200	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2131188	2132387	+	XP_504085.2		XM_504085.2	uncharacterized protein		2911693	YALI1_E21312g	1200	399	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2132557	2134500	-						2911694	YALI1_E21345g	1944		partial;old_locus_tag=YALI2_E01406g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2132557	2134500	-	XM_504086.3		XP_504086.3	uncharacterized protein		2911694	YALI1_E21345g	1944	1944	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2132557	2134500	-	XP_504086.3		XM_504086.3	uncharacterized protein		2911694	YALI1_E21345g	1944	647	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2135716	2136468	-						2911695	YALI1_E21364g	753		partial;old_locus_tag=YALI2_E01405g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2135716	2136468	-	XM_504087.3		XP_504087.3	uncharacterized protein		2911695	YALI1_E21364g	753	753	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2135716	2136468	-	XP_504087.3		XM_504087.3	uncharacterized protein		2911695	YALI1_E21364g	753	250	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2139182	2140594	-						2911696	YALI1_E21406g	1413		partial;old_locus_tag=YALI2_E01403g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2139182	2140594	-	XM_504088.3		XP_504088.3	uncharacterized protein		2911696	YALI1_E21406g	1413	1413	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2139182	2140594	-	XP_504088.3		XM_504088.3	uncharacterized protein		2911696	YALI1_E21406g	1413	470	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2141253	2141788	-						94583645	YALI1_E21417g	536		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2141253	2141788	-	XM_068283040.1		XP_068139141.1	uncharacterized protein		94583645	YALI1_E21417g	483	483	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2141253	2141788	-	XP_068139141.1		XM_068283040.1	uncharacterized protein		94583645	YALI1_E21417g	483	160	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2142979	2143794	+						2911697	YALI1_E21430g	816		partial;old_locus_tag=YALI2_E00362g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2142979	2143794	+	XM_504089.2		XP_504089.1	uncharacterized protein		2911697	YALI1_E21430g	816	816	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2142979	2143794	+	XP_504089.1		XM_504089.2	uncharacterized protein		2911697	YALI1_E21430g	816	271	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2144299	2145231	+						2911698	YALI1_E21443g	933		partial;old_locus_tag=YALI2_E00363g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2144299	2145231	+	XM_504090.2		XP_504090.2	uncharacterized protein		2911698	YALI1_E21443g	933	933	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2144299	2145231	+	XP_504090.2		XM_504090.2	uncharacterized protein		2911698	YALI1_E21443g	933	310	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2146137	2147834	-						2911699	YALI1_E21478g	1698		partial;old_locus_tag=YALI2_E01402g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2146137	2147834	-	XM_504091.2		XP_504091.1	uncharacterized protein		2911699	YALI1_E21478g	1698	1698	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2146137	2147834	-	XP_504091.1		XM_504091.2	uncharacterized protein		2911699	YALI1_E21478g	1698	565	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2148787	2152009	-						2911700	YALI1_E21513g	3223		partial;old_locus_tag=YALI2_E01401g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2148787	2152009	-	XM_504092.2		XP_504092.2	uncharacterized protein		2911700	YALI1_E21513g	2565	2565	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2148787	2152009	-	XP_504092.2		XM_504092.2	uncharacterized protein		2911700	YALI1_E21513g	2565	854	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2152398	2152781	+						94583646	YALI1_E21524g	384		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2152398	2152781	+	XM_068283041.1		XP_068139142.1	uncharacterized protein		94583646	YALI1_E21524g	336	336	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2152398	2152781	+	XP_068139142.1		XM_068283041.1	uncharacterized protein		94583646	YALI1_E21524g	336	111	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2153192	2153547	-						94583647	YALI1_E21535g	356		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2153192	2153547	-	XM_068283042.1		XP_068139143.1	uncharacterized protein		94583647	YALI1_E21535g	312	312	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2153192	2153547	-	XP_068139143.1		XM_068283042.1	uncharacterized protein		94583647	YALI1_E21535g	312	103	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2153593	2155224	-						2911701	YALI1_E21552g	1632		partial;old_locus_tag=YALI2_E01400g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2153593	2155224	-	XM_504093.3		XP_504093.2	uncharacterized protein		2911701	YALI1_E21552g	1632	1632	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2153593	2155224	-	XP_504093.2		XM_504093.3	uncharacterized protein		2911701	YALI1_E21552g	1632	543	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2155285	2155670	-						94583648	YALI1_E21555g	386		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2155285	2155670	-	XM_068283043.1		XP_068139144.1	uncharacterized protein		94583648	YALI1_E21555g	342	342	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2155285	2155670	-	XP_068139144.1		XM_068283043.1	uncharacterized protein		94583648	YALI1_E21555g	342	113	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2156352	2156970	-						94583649	YALI1_E21566g	619		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2156352	2156970	-	XM_068283044.1		XP_068139145.1	uncharacterized protein		94583649	YALI1_E21566g	564	564	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2156352	2156970	-	XP_068139145.1		XM_068283044.1	uncharacterized protein		94583649	YALI1_E21566g	564	187	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2157065	2157398	+						94583650	YALI1_E21570g	334		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2157065	2157398	+	XM_068283045.1		XP_068139146.1	uncharacterized protein		94583650	YALI1_E21570g	279	279	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2157065	2157398	+	XP_068139146.1		XM_068283045.1	uncharacterized protein		94583650	YALI1_E21570g	279	92	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2158497	2159048	+						94583651	YALI1_E21585g	552		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2158497	2159048	+	XM_068283046.1		XP_068139147.1	uncharacterized protein		94583651	YALI1_E21585g	510	510	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2158497	2159048	+	XP_068139147.1		XM_068283046.1	uncharacterized protein		94583651	YALI1_E21585g	510	169	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2160708	2161541	-						94583652	YALI1_E21615g	834		partial;old_locus_tag=YALI2_E01399g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2160708	2161541	-	XM_068283047.1		XP_068139148.1	uncharacterized protein		94583652	YALI1_E21615g	834	834	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2160708	2161541	-	XP_068139148.1		XM_068283047.1	uncharacterized protein		94583652	YALI1_E21615g	834	277	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2163678	2164085	-						94583653	YALI1_E21638g	408		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2163678	2164085	-	XM_068283048.1		XP_068139149.1	uncharacterized protein		94583653	YALI1_E21638g	351	351	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2163678	2164085	-	XP_068139149.1		XM_068283048.1	uncharacterized protein		94583653	YALI1_E21638g	351	116	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2168320	2168883	+						2911707	YALI1_E21683g	564		partial;old_locus_tag=YALI2_E00364g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2168320	2168883	+	XM_504094.3		XP_504094.1	uncharacterized protein		2911707	YALI1_E21683g	564	564	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2168320	2168883	+	XP_504094.1		XM_504094.3	uncharacterized protein		2911707	YALI1_E21683g	564	187	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2177811	2178492	-						94583654	YALI1_E21779g	682		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2177811	2178492	-	XM_068283049.1		XP_068139150.1	uncharacterized protein		94583654	YALI1_E21779g	564	564	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2177811	2178492	-	XP_068139150.1		XM_068283049.1	uncharacterized protein		94583654	YALI1_E21779g	564	187	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2178595	2178864	+						94583655	YALI1_E21786g	270		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2178595	2178864	+	XM_068283050.1		XP_068139151.1	uncharacterized protein		94583655	YALI1_E21786g	225	225	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2178595	2178864	+	XP_068139151.1		XM_068283050.1	uncharacterized protein		94583655	YALI1_E21786g	225	74	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2179457	2179972	-						94583656	YALI1_E21799g	516		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2179457	2179972	-	XM_068283051.1		XP_068139152.1	uncharacterized protein		94583656	YALI1_E21799g	516	516	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2179457	2179972	-	XP_068139152.1		XM_068283051.1	uncharacterized protein		94583656	YALI1_E21799g	516	171	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2181660	2182052	+						94583657	YALI1_E21816g	393		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2181660	2182052	+	XM_068283052.1		XP_068139153.1	uncharacterized protein		94583657	YALI1_E21816g	351	351	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2181660	2182052	+	XP_068139153.1		XM_068283052.1	uncharacterized protein		94583657	YALI1_E21816g	351	116	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2183200	2184204	+						2911708	YALI1_E21832g	1005		partial;old_locus_tag=YALI2_E00365g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2183200	2184204	+	XM_504095.3		XP_504095.3	uncharacterized protein		2911708	YALI1_E21832g	1005	1005	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2183200	2184204	+	XP_504095.3		XM_504095.3	uncharacterized protein		2911708	YALI1_E21832g	1005	334	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2186587	2187120	-						94583658	YALI1_E21871g	534		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2186587	2187120	-	XM_068283053.1		XP_068139154.1	uncharacterized protein		94583658	YALI1_E21871g	534	534	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2186587	2187120	-	XP_068139154.1		XM_068283053.1	uncharacterized protein		94583658	YALI1_E21871g	534	177	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2189038	2189482	+						94583659	YALI1_E21890g	445		partial
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2189038	2189482	+	XM_068283054.1		XP_068139155.1	uncharacterized protein		94583659	YALI1_E21890g	402	402	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2189038	2189482	+	XP_068139155.1		XM_068283054.1	uncharacterized protein		94583659	YALI1_E21890g	402	133	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2189993	2191489	-						2911709	YALI1_E21915g	1497		partial;old_locus_tag=YALI2_E01398g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2189993	2191489	-	XM_504096.2		XP_504096.1	uncharacterized protein		2911709	YALI1_E21915g	1497	1497	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2189993	2191489	-	XP_504096.1		XM_504096.2	uncharacterized protein		2911709	YALI1_E21915g	1497	498	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2193960	2196266	-						2911710	YALI1_E21962g	2307		partial;old_locus_tag=YALI2_E01397g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2193960	2196266	-	XM_504097.2		XP_504097.1	uncharacterized protein		2911710	YALI1_E21962g	2307	2307	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2193960	2196266	-	XP_504097.1		XM_504097.2	uncharacterized protein		2911710	YALI1_E21962g	2307	768	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2197337	2198317	-						2911711	YALI1_E21983g	981		partial;old_locus_tag=YALI2_E01396g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2197337	2198317	-	XM_504098.1		XP_504098.1	uncharacterized protein		2911711	YALI1_E21983g	981	981	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2197337	2198317	-	XP_504098.1		XM_504098.1	uncharacterized protein		2911711	YALI1_E21983g	981	326	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2200406	2201470	+						2911712	YALI1_E22004g	1065		partial;old_locus_tag=YALI2_E00366g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2200406	2201470	+	XM_504099.2		XP_504099.2	uncharacterized protein		2911712	YALI1_E22004g	1065	1065	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2200406	2201470	+	XP_504099.2		XM_504099.2	uncharacterized protein		2911712	YALI1_E22004g	1065	354	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2201586	2202953	-						2911713	YALI1_E22029g	1368		partial;old_locus_tag=YALI2_E01395g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2201586	2202953	-	XM_504100.2		XP_504100.1	uncharacterized protein		2911713	YALI1_E22029g	1368	1368	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2201586	2202953	-	XP_504100.1		XM_504100.2	uncharacterized protein		2911713	YALI1_E22029g	1368	455	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2203261	2204169	-						2911714	YALI1_E22041g	909		partial;old_locus_tag=YALI2_E01394g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2203261	2204169	-	XM_504101.3		XP_504101.2	uncharacterized protein		2911714	YALI1_E22041g	909	909	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2203261	2204169	-	XP_504101.2		XM_504101.3	uncharacterized protein		2911714	YALI1_E22041g	909	302	
gene	tRNA	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2204936	2205017	+						2911715	YALI1_E22049r	82		old_locus_tag=YALI2_E00045t
tRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2204936	2205017	+				tRNA-Glu		2911715	YALI1_E22049r	82		
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2205629	2207020	-						2911716	YALI1_E22070g	1392		partial;old_locus_tag=YALI2_E01393g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2205629	2207020	-	XM_504102.3		XP_504102.2	uncharacterized protein		2911716	YALI1_E22070g	1392	1392	partial
CDS	with_protein	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2205629	2207020	-	XP_504102.2		XM_504102.3	uncharacterized protein		2911716	YALI1_E22070g	1392	463	
gene	protein_coding	GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2209078	2211126	-						2911717	YALI1_E22111g	2049		partial;old_locus_tag=YALI2_E01392g
mRNA		GCF_001761485.1	Primary Assembly	chromosome	1E	NC_090774.1	2209078	2211126	-	XM_504103.2		XP_504103.2	uncharacterized protein		2911717	YALI1_E22111g	2049	2049	partial
